Year,Category,Indicator,Value,Country
2005,Outbound Expenditure,Tourism expenditure in other countries,511.000.000,Dominican Republic
2005,Outbound Expenditure,Travel,352.000.000,Dominican Republic
2005,Outbound Expenditure,Passenger transport,215.000.000,Ecuador
2005,Outbound Expenditure,Tourism expenditure in other countries,644.000.000,Ecuador
2005,Outbound Expenditure,Travel,429.000.000,Ecuador
2005,Outbound Expenditure,Passenger transport,303.000.000,Egypt
2005,Outbound Expenditure,Tourism expenditure in other countries,1.932.000.000,Egypt
2005,Outbound Expenditure,Travel,1.629.000.000,Egypt
2005,Outbound Expenditure,Passenger transport,82.000.000,El Salvador
2005,Outbound Expenditure,Tourism expenditure in other countries,288.000.000,El Salvador
2005,Outbound Expenditure,Travel,206.000.000,El Salvador
2005,Outbound Expenditure,Passenger transport,91.000.000,Estonia
2005,Outbound Expenditure,Tourism expenditure in other countries,530.000.000,Estonia
2005,Outbound Expenditure,Travel,439.000.000,Estonia
2005,Outbound Expenditure,Passenger transport,11.000.000,Eswatini
2005,Outbound Expenditure,Tourism expenditure in other countries,60.000.000,Eswatini
2005,Outbound Expenditure,Travel,49.000.000,Eswatini
2005,Outbound Expenditure,Travel,77.000.000,Ethiopia
2005,Outbound Expenditure,Passenger transport,26.000.000,Fiji
2005,Outbound Expenditure,Tourism expenditure in other countries,132.000.000,Fiji
2005,Outbound Expenditure,Travel,106.000.000,Fiji
2005,Outbound Expenditure,Passenger transport,564.000.000,Finland
2005,Outbound Expenditure,Tourism expenditure in other countries,3.620.000.000,Finland
2005,Outbound Expenditure,Travel,3.056.000.000,Finland
2005,Outbound Expenditure,Passenger transport,7.286.000.000,France
2005,Outbound Expenditure,Tourism expenditure in other countries,38.633.000.000,France
2005,Outbound Expenditure,Travel,31.347.000.000,France
2005,Outbound Expenditure,Passenger transport,118.000.000,French Polynesia
2005,Outbound Expenditure,Tourism expenditure in other countries,430.000.000,French Polynesia
2005,Outbound Expenditure,Travel,312.000.000,French Polynesia
2005,Outbound Expenditure,Passenger transport,72.000.000,Gabon
2005,Outbound Expenditure,Tourism expenditure in other countries,346.000.000,Gabon
2005,Outbound Expenditure,Travel,274.000.000,Gabon
2005,Outbound Expenditure,Passenger transport,2.000.000,Gambia
2005,Outbound Expenditure,Tourism expenditure in other countries,7.000.000,Gambia
2005,Outbound Expenditure,Travel,5.000.000,Gambia
2005,Outbound Expenditure,Passenger transport,68.000.000,Georgia
2005,Outbound Expenditure,Tourism expenditure in other countries,237.000.000,Georgia
2005,Outbound Expenditure,Travel,169.000.000,Georgia
2005,Outbound Expenditure,Passenger transport,10.346.000.000,Germany
2005,Outbound Expenditure,Tourism expenditure in other countries,84.513.000.000,Germany
2005,Outbound Expenditure,Travel,74.167.000.000,Germany
2005,Outbound Expenditure,Passenger transport,169.000.000,Ghana
2005,Outbound Expenditure,Tourism expenditure in other countries,472.000.000,Ghana
2005,Outbound Expenditure,Travel,303.000.000,Ghana
2005,Outbound Expenditure,Passenger transport,6.000.000,Greece
2005,Outbound Expenditure,Tourism expenditure in other countries,3.044.000.000,Greece
2005,Outbound Expenditure,Travel,3.038.000.000,Greece
2005,Outbound Expenditure,Travel,10.000.000,Grenada
2005,Outbound Expenditure,Passenger transport,111.000.000,Guatemala
2005,Outbound Expenditure,Tourism expenditure in other countries,532.000.000,Guatemala
2005,Outbound Expenditure,Travel,421.000.000,Guatemala
2005,Outbound Expenditure,Passenger transport,9.000.000,Guinea
2005,Outbound Expenditure,Tourism expenditure in other countries,38.000.000,Guinea
2005,Outbound Expenditure,Travel,29.000.000,Guinea
2005,Outbound Expenditure,Passenger transport,9.100.000,Guinea-Bissau
2005,Outbound Expenditure,Tourism expenditure in other countries,18.900.000,Guinea-Bissau
2005,Outbound Expenditure,Travel,9.800.000,Guinea-Bissau
2005,Outbound Expenditure,Travel,40.000.000,Guyana
2005,Outbound Expenditure,Passenger transport,119.000.000,Haiti
2005,Outbound Expenditure,Tourism expenditure in other countries,174.000.000,Haiti
2005,Outbound Expenditure,Travel,55.000.000,Haiti
2005,Outbound Expenditure,Passenger transport,59.000.000,Honduras
2005,Outbound Expenditure,Tourism expenditure in other countries,321.000.000,Honduras
2005,Outbound Expenditure,Travel,262.000.000,Honduras
2005,Outbound Expenditure,Travel,13.305.000.000,"Hong Kong, China"
2005,Outbound Expenditure,Passenger transport,444.000.000,Hungary
2005,Outbound Expenditure,Tourism expenditure in other countries,2.721.000.000,Hungary
2005,Outbound Expenditure,Travel,2.277.000.000,Hungary
2005,Outbound Expenditure,Passenger transport,11.000.000,Iceland
2005,Outbound Expenditure,Tourism expenditure in other countries,991.000.000,Iceland
2005,Outbound Expenditure,Travel,980.000.000,Iceland
2005,Outbound Expenditure,Passenger transport,2.090.000.000,India
2005,Outbound Expenditure,Tourism expenditure in other countries,8.277.000.000,India
2005,Outbound Expenditure,Travel,6.187.000.000,India
2005,Outbound Expenditure,Passenger transport,1.156.000.000,Indonesia
2005,Outbound Expenditure,Tourism expenditure in other countries,4.740.000.000,Indonesia
2005,Outbound Expenditure,Travel,3.584.000.000,Indonesia
2005,Outbound Expenditure,Passenger transport,388.000.000,"Iran, Islamic Republic Of"
2005,Outbound Expenditure,Tourism expenditure in other countries,4.112.000.000,"Iran, Islamic Republic Of"
2005,Outbound Expenditure,Travel,3.724.000.000,"Iran, Islamic Republic Of"
2005,Outbound Expenditure,Passenger transport,188.000.000,Iraq
2005,Outbound Expenditure,Tourism expenditure in other countries,627.000.000,Iraq
2005,Outbound Expenditure,Travel,439.000.000,Iraq
2005,Outbound Expenditure,Passenger transport,112.000.000,Ireland
2005,Outbound Expenditure,Tourism expenditure in other countries,6.185.000.000,Ireland
2005,Outbound Expenditure,Travel,6.073.000.000,Ireland
2005,Outbound Expenditure,Passenger transport,885.000.000,Israel
2005,Outbound Expenditure,Tourism expenditure in other countries,4.146.000.000,Israel
2005,Outbound Expenditure,Travel,3.261.000.000,Israel
2005,Outbound Expenditure,Passenger transport,4.402.000.000,Italy
2005,Outbound Expenditure,Tourism expenditure in other countries,26.764.000.000,Italy
2005,Outbound Expenditure,Travel,22.362.000.000,Italy
2005,Outbound Expenditure,Passenger transport,41.000.000,Jamaica
2005,Outbound Expenditure,Tourism expenditure in other countries,290.000.000,Jamaica
2005,Outbound Expenditure,Travel,249.000.000,Jamaica
2005,Outbound Expenditure,Passenger transport,10.531.000.000,Japan
2005,Outbound Expenditure,Tourism expenditure in other countries,48.096.000.000,Japan
2005,Outbound Expenditure,Travel,37.565.000.000,Japan
2005,Outbound Expenditure,Passenger transport,68.000.000,Jordan
2005,Outbound Expenditure,Tourism expenditure in other countries,653.000.000,Jordan
2005,Outbound Expenditure,Travel,585.000.000,Jordan
2005,Outbound Expenditure,Passenger transport,187.000.000,Kazakhstan
2005,Outbound Expenditure,Tourism expenditure in other countries,940.000.000,Kazakhstan
2005,Outbound Expenditure,Travel,753.000.000,Kazakhstan
2005,Outbound Expenditure,Travel,124.000.000,Kenya
2005,Outbound Expenditure,Tourism expenditure in other countries,9.300.000,Kiribati
2005,Outbound Expenditure,Passenger transport,1.518.000.000,"Korea, Republic Of"
2005,Outbound Expenditure,Tourism expenditure in other countries,16.924.000.000,"Korea, Republic Of"
2005,Outbound Expenditure,Travel,15.406.000.000,"Korea, Republic Of"
2005,Outbound Expenditure,Passenger transport,465.000.000,Kuwait
2005,Outbound Expenditure,Tourism expenditure in other countries,4.997.000.000,Kuwait
2005,Outbound Expenditure,Travel,4.532.000.000,Kuwait
2005,Outbound Expenditure,Passenger transport,36.000.000,Kyrgyzstan
2005,Outbound Expenditure,Tourism expenditure in other countries,94.000.000,Kyrgyzstan
2005,Outbound Expenditure,Travel,58.000.000,Kyrgyzstan
2005,Outbound Expenditure,Passenger transport,5.000.000,Lao People´S Democratic Republic
2005,Outbound Expenditure,Tourism expenditure in other countries,10.000.000,Lao People´S Democratic Republic
2005,Outbound Expenditure,Travel,5.000.000,Lao People´S Democratic Republic
2005,Outbound Expenditure,Passenger transport,71.000.000,Latvia
2005,Outbound Expenditure,Tourism expenditure in other countries,655.000.000,Latvia
2005,Outbound Expenditure,Travel,584.000.000,Latvia
2005,Outbound Expenditure,Passenger transport,657.000.000,Lebanon
2005,Outbound Expenditure,Tourism expenditure in other countries,3.565.000.000,Lebanon
2005,Outbound Expenditure,Travel,2.908.000.000,Lebanon
2005,Outbound Expenditure,Passenger transport,9.000.000,Lesotho
2005,Outbound Expenditure,Tourism expenditure in other countries,271.000.000,Lesotho
2005,Outbound Expenditure,Travel,262.000.000,Lesotho
2005,Outbound Expenditure,Passenger transport,17.000.000,Liberia
2005,Outbound Expenditure,Tourism expenditure in other countries,33.000.000,Liberia
2005,Outbound Expenditure,Travel,16.000.000,Liberia
2005,Outbound Expenditure,Passenger transport,240.000.000,Libya
2005,Outbound Expenditure,Tourism expenditure in other countries,920.000.000,Libya
2005,Outbound Expenditure,Travel,680.000.000,Libya
2005,Outbound Expenditure,Travel,743.000.000,Lithuania
2005,Outbound Expenditure,Passenger transport,49.399.092,Luxembourg
2005,Outbound Expenditure,Tourism expenditure in other countries,2.321.366.701,Luxembourg
2005,Outbound Expenditure,Travel,2.271.967.608,Luxembourg
2005,Outbound Expenditure,Passenger transport,63.000.000,"Macao, China"
2005,Outbound Expenditure,Tourism expenditure in other countries,475.000.000,"Macao, China"
2005,Outbound Expenditure,Travel,412.000.000,"Macao, China"
2005,Outbound Expenditure,Passenger transport,89.000.000,Madagascar
2005,Outbound Expenditure,Tourism expenditure in other countries,164.000.000,Madagascar
2005,Outbound Expenditure,Travel,75.000.000,Madagascar
2005,Outbound Expenditure,Passenger transport,30.000.000,Malawi
2005,Outbound Expenditure,Tourism expenditure in other countries,84.000.000,Malawi
2005,Outbound Expenditure,Travel,54.000.000,Malawi
2005,Outbound Expenditure,Passenger transport,628.000.000,Malaysia
2005,Outbound Expenditure,Tourism expenditure in other countries,4.339.000.000,Malaysia
2005,Outbound Expenditure,Travel,3.711.000.000,Malaysia
2005,Outbound Expenditure,Passenger transport,24.000.000,Maldives
2005,Outbound Expenditure,Tourism expenditure in other countries,94.000.000,Maldives
2005,Outbound Expenditure,Travel,70.000.000,Maldives
2005,Outbound Expenditure,Passenger transport,56.000.000,Mali
2005,Outbound Expenditure,Tourism expenditure in other countries,133.000.000,Mali
2005,Outbound Expenditure,Travel,77.000.000,Mali
2005,Outbound Expenditure,Passenger transport,43.000.000,Malta
2005,Outbound Expenditure,Tourism expenditure in other countries,311.000.000,Malta
2005,Outbound Expenditure,Travel,268.000.000,Malta
2005,Outbound Expenditure,Passenger transport,11.100.000,Marshall Islands
2005,Outbound Expenditure,Tourism expenditure in other countries,25.500.000,Marshall Islands
2005,Outbound Expenditure,Travel,14.400.000,Marshall Islands
2005,Outbound Expenditure,Passenger transport,20.000.000,Mauritius
2005,Outbound Expenditure,Tourism expenditure in other countries,295.000.000,Mauritius
2005,Outbound Expenditure,Travel,275.000.000,Mauritius
2005,Outbound Expenditure,Passenger transport,1.351.000.000,Mexico
2005,Outbound Expenditure,Tourism expenditure in other countries,8.951.000.000,Mexico
2005,Outbound Expenditure,Travel,7.600.000.000,Mexico
2005,Outbound Expenditure,Tourism expenditure in other countries,6.900.000,"Micronesia, Federated States Of"
2005,Outbound Expenditure,Passenger transport,29.000.000,"Moldova, Republic Of"
2005,Outbound Expenditure,Tourism expenditure in other countries,170.000.000,"Moldova, Republic Of"
2005,Outbound Expenditure,Travel,141.000.000,"Moldova, Republic Of"
2005,Outbound Expenditure,Passenger transport,16.000.000,Mongolia
2005,Outbound Expenditure,Tourism expenditure in other countries,142.000.000,Mongolia
2005,Outbound Expenditure,Travel,126.000.000,Mongolia
2005,Outbound Expenditure,Travel,3.000.000,Montserrat
2005,Outbound Expenditure,Passenger transport,387.000.000,Morocco
2005,Outbound Expenditure,Tourism expenditure in other countries,999.000.000,Morocco
2005,Outbound Expenditure,Travel,612.000.000,Morocco
2005,Outbound Expenditure,Passenger transport,11.000.000,Mozambique
2005,Outbound Expenditure,Tourism expenditure in other countries,187.000.000,Mozambique
2005,Outbound Expenditure,Travel,176.000.000,Mozambique
2005,Outbound Expenditure,Passenger transport,3.000.000,Myanmar
2005,Outbound Expenditure,Tourism expenditure in other countries,34.000.000,Myanmar
2005,Outbound Expenditure,Travel,31.000.000,Myanmar
2005,Outbound Expenditure,Travel,108.000.000,Namibia
2005,Outbound Expenditure,Passenger transport,58.000.000,Nepal
2005,Outbound Expenditure,Tourism expenditure in other countries,221.000.000,Nepal
2005,Outbound Expenditure,Travel,163.000.000,Nepal
2005,Outbound Expenditure,Travel,13.724.000.000,Netherlands
2005,Outbound Expenditure,Travel,122.000.000,New Caledonia
2005,Outbound Expenditure,Travel,2.671.000.000,New Zealand
2005,Outbound Expenditure,Passenger transport,71.000.000,Nicaragua
2005,Outbound Expenditure,Tourism expenditure in other countries,162.000.000,Nicaragua
2005,Outbound Expenditure,Travel,91.000.000,Nicaragua
2005,Outbound Expenditure,Passenger transport,12.000.000,Niger
2005,Outbound Expenditure,Tourism expenditure in other countries,42.000.000,Niger
2005,Outbound Expenditure,Travel,30.000.000,Niger
2005,Outbound Expenditure,Passenger transport,261.000.000,Nigeria
2005,Outbound Expenditure,Tourism expenditure in other countries,501.000.000,Nigeria
2005,Outbound Expenditure,Travel,240.000.000,Nigeria
2005,Outbound Expenditure,Passenger transport,35.000.000,North Macedonia
2005,Outbound Expenditure,Tourism expenditure in other countries,97.000.000,North Macedonia
2005,Outbound Expenditure,Travel,62.000.000,North Macedonia
2005,Outbound Expenditure,Passenger transport,722.000.000,Norway
2005,Outbound Expenditure,Tourism expenditure in other countries,10.400.000.000,Norway
2005,Outbound Expenditure,Travel,9.678.000.000,Norway
2005,Outbound Expenditure,Passenger transport,195.000.000,Oman
2005,Outbound Expenditure,Tourism expenditure in other countries,863.000.000,Oman
2005,Outbound Expenditure,Travel,668.000.000,Oman
2005,Outbound Expenditure,Passenger transport,473.000.000,Pakistan
2005,Outbound Expenditure,Tourism expenditure in other countries,1.753.000.000,Pakistan
2005,Outbound Expenditure,Travel,1.280.000.000,Pakistan
2005,Outbound Expenditure,Passenger transport,10.000.000,Palau
2005,Outbound Expenditure,Tourism expenditure in other countries,18.000.000,Palau
2005,Outbound Expenditure,Travel,8.000.000,Palau
2005,Outbound Expenditure,Passenger transport,117.000.000,Panama
2005,Outbound Expenditure,Tourism expenditure in other countries,388.000.000,Panama
2005,Outbound Expenditure,Travel,271.000.000,Panama
2005,Outbound Expenditure,Passenger transport,31.200.000,Papua New Guinea
2005,Outbound Expenditure,Tourism expenditure in other countries,86.700.000,Papua New Guinea
2005,Outbound Expenditure,Travel,55.500.000,Papua New Guinea
2005,Outbound Expenditure,Passenger transport,51.000.000,Paraguay
2005,Outbound Expenditure,Tourism expenditure in other countries,130.000.000,Paraguay
2005,Outbound Expenditure,Travel,79.000.000,Paraguay
2005,Outbound Expenditure,Passenger transport,218.000.000,Peru
2005,Outbound Expenditure,Tourism expenditure in other countries,970.000.000,Peru
2005,Outbound Expenditure,Travel,752.000.000,Peru
2005,Outbound Expenditure,Passenger transport,268.000.000,Philippines
2005,Outbound Expenditure,Tourism expenditure in other countries,3.286.000.000,Philippines
