Year,Country,Indicator,Category,Value
2005,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2005,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,1.067
2005,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2005,Zimbabwe,Overnights visitors (tourists),Departures,474.0
2005,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2006,Algeria,Overnights visitors (tourists),Departures,1.349
2006,Algeria,Same-day visitors (excursionists),Departures,0.0
2006,Argentina,Overnights visitors (tourists),Departures,3.892
2006,Argentina,Same-day visitors (excursionists),Departures,641.0
2006,Armenia,Overnights visitors (tourists),Departures,329.0
2006,Armenia,Same-day visitors (excursionists),Departures,0.0
2006,Austria,Overnights visitors (tourists),Departures,10.042
2006,Austria,Same-day visitors (excursionists),Departures,0.0
2006,Azerbaijan,Overnights visitors (tourists),Departures,890.0
2006,Azerbaijan,Same-day visitors (excursionists),Departures,946.0
2006,Bangladesh,Overnights visitors (tourists),Departures,1.819
2006,Bangladesh,Same-day visitors (excursionists),Departures,0.0
2006,Belarus,Overnights visitors (tourists),Departures,525.0
2006,Belarus,Same-day visitors (excursionists),Departures,0.0
2006,Belgium,Overnights visitors (tourists),Departures,7.852
2006,Belgium,Same-day visitors (excursionists),Departures,0.0
2006,Bermuda,Overnights visitors (tourists),Departures,170.0
2006,Bermuda,Same-day visitors (excursionists),Departures,0.0
2006,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,472.0
2006,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2006,Brazil,Overnights visitors (tourists),Departures,3.886
2006,Brazil,Same-day visitors (excursionists),Departures,0.0
2006,Bulgaria,Overnights visitors (tourists),Departures,4.18
2006,Bulgaria,Same-day visitors (excursionists),Departures,0.0
2006,Cambodia,Overnights visitors (tourists),Departures,787.0
2006,Cambodia,Same-day visitors (excursionists),Departures,0.0
2006,Canada,Overnights visitors (tourists),Departures,22.731
2006,Canada,Same-day visitors (excursionists),Departures,24.181
2006,Central African Republic,Overnights visitors (tourists),Departures,11.0
2006,Central African Republic,Same-day visitors (excursionists),Departures,0.0
2006,Chile,Overnights visitors (tourists),Departures,1.887
2006,Chile,Same-day visitors (excursionists),Departures,376.0
2006,China,Overnights visitors (tourists),Departures,34.524
2006,China,Same-day visitors (excursionists),Departures,0.0
2006,Cook Islands,Overnights visitors (tourists),Departures,13.0
2006,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2006,Costa Rica,Overnights visitors (tourists),Departures,485.0
2006,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2006,Cuba,Overnights visitors (tourists),Departures,199.0
2006,Cuba,Same-day visitors (excursionists),Departures,0.0
2006,Czech Republic (Czechia),Overnights visitors (tourists),Departures,6.393
2006,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,0.0
2006,Denmark,Overnights visitors (tourists),Departures,6.129
2006,Denmark,Same-day visitors (excursionists),Departures,0.0
2006,Dominican Republic,Overnights visitors (tourists),Departures,420.0
2006,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2006,Ecuador,Overnights visitors (tourists),Departures,733.0
2006,Ecuador,Same-day visitors (excursionists),Departures,0.0
2006,Egypt,Overnights visitors (tourists),Departures,4.531
2006,Egypt,Same-day visitors (excursionists),Departures,0.0
2006,Estonia,Overnights visitors (tourists),Departures,438.0
2006,Estonia,Same-day visitors (excursionists),Departures,0.0
2006,Eswatini,Overnights visitors (tourists),Departures,1.072
2006,Eswatini,Same-day visitors (excursionists),Departures,0.0
2006,Fiji,Overnights visitors (tourists),Departures,121.0
2006,Fiji,Same-day visitors (excursionists),Departures,0.0
2006,Finland,Overnights visitors (tourists),Departures,5.756
2006,Finland,Same-day visitors (excursionists),Departures,672.0
2006,France,Overnights visitors (tourists),Departures,22.24
2006,France,Same-day visitors (excursionists),Departures,4.867
2006,Gambia,Overnights visitors (tourists),Departures,307.0
2006,Gambia,Same-day visitors (excursionists),Departures,0.0
2006,Georgia,Overnights visitors (tourists),Departures,1.346
2006,Georgia,Same-day visitors (excursionists),Departures,0.0
2006,Germany,Overnights visitors (tourists),Departures,81.801
2006,Germany,Same-day visitors (excursionists),Departures,0.0
2006,Honduras,Overnights visitors (tourists),Departures,295.0
2006,Honduras,Same-day visitors (excursionists),Departures,0.0
2006,Hungary,Overnights visitors (tourists),Departures,6.007
2006,Hungary,Same-day visitors (excursionists),Departures,10.59
2006,Iceland,Overnights visitors (tourists),Departures,440.0
2006,Iceland,Same-day visitors (excursionists),Departures,0.0
2006,India,Overnights visitors (tourists),Departures,8.34
2006,India,Same-day visitors (excursionists),Departures,0.0
2006,Israel,Overnights visitors (tourists),Departures,3.713
2006,Israel,Same-day visitors (excursionists),Departures,0.0
2006,Italy,Overnights visitors (tourists),Departures,24.022
2006,Italy,Same-day visitors (excursionists),Departures,22.347
2006,Jordan,Overnights visitors (tourists),Departures,2.139
2006,Jordan,Same-day visitors (excursionists),Departures,0.0
2006,Kazakhstan,Overnights visitors (tourists),Departures,3.615
2006,Kazakhstan,Same-day visitors (excursionists),Departures,73.0
2006,Kuwait,Overnights visitors (tourists),Departures,2.529
2006,Kuwait,Same-day visitors (excursionists),Departures,0.0
2006,Kyrgyzstan,Overnights visitors (tourists),Departures,454.0
2006,Kyrgyzstan,Same-day visitors (excursionists),Departures,0.0
2006,Lithuania,Overnights visitors (tourists),Departures,1.789
2006,Lithuania,Same-day visitors (excursionists),Departures,2.572
2006,Luxembourg,Overnights visitors (tourists),Departures,1.084
2006,Luxembourg,Same-day visitors (excursionists),Departures,0.0
2006,Maldives,Overnights visitors (tourists),Departures,74.0
2006,Maldives,Same-day visitors (excursionists),Departures,0.0
2006,Malta,Overnights visitors (tourists),Departures,257.0
2006,Malta,Same-day visitors (excursionists),Departures,0.0
2006,Mauritius,Overnights visitors (tourists),Departures,186.0
2006,Mauritius,Same-day visitors (excursionists),Departures,0.0
2006,Mexico,Overnights visitors (tourists),Departures,14.002
2006,Mexico,Same-day visitors (excursionists),Departures,108.02
2006,"Moldova, Republic Of",Overnights visitors (tourists),Departures,68.0
2006,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,0.0
2006,Morocco,Overnights visitors (tourists),Departures,2.135
2006,Morocco,Same-day visitors (excursionists),Departures,0.0
2006,Nepal,Overnights visitors (tourists),Departures,415.0
2006,Nepal,Same-day visitors (excursionists),Departures,0.0
2006,Netherlands,Overnights visitors (tourists),Departures,16.695
2006,Netherlands,Same-day visitors (excursionists),Departures,0.0
2006,New Caledonia,Overnights visitors (tourists),Departures,100.0
2006,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2006,New Zealand,Overnights visitors (tourists),Departures,1.861
2006,New Zealand,Same-day visitors (excursionists),Departures,0.0
2006,Nicaragua,Overnights visitors (tourists),Departures,773.0
2006,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2006,Niue,Overnights visitors (tourists),Departures,1.0
2006,Niue,Same-day visitors (excursionists),Departures,0.0
2006,Norway,Overnights visitors (tourists),Departures,3.236
2006,Norway,Same-day visitors (excursionists),Departures,0.0
2006,Oman,Overnights visitors (tourists),Departures,2.248
2006,Oman,Same-day visitors (excursionists),Departures,416.0
2006,Panama,Overnights visitors (tourists),Departures,284.0
2006,Panama,Same-day visitors (excursionists),Departures,0.0
2006,Paraguay,Overnights visitors (tourists),Departures,210.0
2006,Paraguay,Same-day visitors (excursionists),Departures,0.0
2006,Peru,Overnights visitors (tourists),Departures,1.857
2006,Peru,Same-day visitors (excursionists),Departures,0.0
2006,Philippines,Overnights visitors (tourists),Departures,2.745
2006,Philippines,Same-day visitors (excursionists),Departures,0.0
2006,Poland,Overnights visitors (tourists),Departures,7.3
2006,Poland,Same-day visitors (excursionists),Departures,37.396
2006,Puerto Rico,Overnights visitors (tourists),Departures,1.468
2006,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2006,Samoa,Overnights visitors (tourists),Departures,51.0
2006,Samoa,Same-day visitors (excursionists),Departures,0.0
2006,Saudi Arabia,Overnights visitors (tourists),Departures,2.0
2006,Saudi Arabia,Same-day visitors (excursionists),Departures,335.0
2006,Seychelles,Overnights visitors (tourists),Departures,55.0
2006,Seychelles,Same-day visitors (excursionists),Departures,0.0
2006,Sierra Leone,Overnights visitors (tourists),Departures,67.0
2006,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2006,Singapore,Overnights visitors (tourists),Departures,5.533
2006,Singapore,Same-day visitors (excursionists),Departures,0.0
2006,Slovenia,Overnights visitors (tourists),Departures,2.68
2006,Slovenia,Same-day visitors (excursionists),Departures,4.134
2006,Sri Lanka,Overnights visitors (tourists),Departures,757.0
2006,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2006,Sweden,Overnights visitors (tourists),Departures,12.559
2006,Sweden,Same-day visitors (excursionists),Departures,0.0
2006,Syrian Arab Republic,Overnights visitors (tourists),Departures,4.042
2006,Syrian Arab Republic,Same-day visitors (excursionists),Departures,0.0
2006,Thailand,Overnights visitors (tourists),Departures,3.382
2006,Thailand,Same-day visitors (excursionists),Departures,0.0
2006,Tunisia,Overnights visitors (tourists),Departures,2.302
2006,Tunisia,Same-day visitors (excursionists),Departures,0.0
2006,Turkmenistan,Overnights visitors (tourists),Departures,33.0
2006,Turkmenistan,Same-day visitors (excursionists),Departures,0.0
2006,Tuvalu,Overnights visitors (tourists),Departures,2.0
2006,Tuvalu,Same-day visitors (excursionists),Departures,0.0
2006,Türkiye,Overnights visitors (tourists),Departures,8.275
2006,Türkiye,Same-day visitors (excursionists),Departures,0.0
2006,Uganda,Overnights visitors (tourists),Departures,254.0
2006,Uganda,Same-day visitors (excursionists),Departures,0.0
2006,Ukraine,Overnights visitors (tourists),Departures,16.875
2006,Ukraine,Same-day visitors (excursionists),Departures,0.0
2006,United States Of America,Overnights visitors (tourists),Departures,63.663
2006,United States Of America,Same-day visitors (excursionists),Departures,84.849
2006,Uruguay,Overnights visitors (tourists),Departures,666.0
2006,Uruguay,Same-day visitors (excursionists),Departures,0.0
2006,Vanuatu,Overnights visitors (tourists),Departures,15.0
2006,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2006,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,1.095
2006,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2006,Zimbabwe,Overnights visitors (tourists),Departures,541.0
2006,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2007,Algeria,Overnights visitors (tourists),Departures,1.499
2007,Algeria,Same-day visitors (excursionists),Departures,0.0
2007,Argentina,Overnights visitors (tourists),Departures,4.167
2007,Argentina,Same-day visitors (excursionists),Departures,761.0
2007,Armenia,Overnights visitors (tourists),Departures,468.0
2007,Armenia,Same-day visitors (excursionists),Departures,0.0
2007,Austria,Overnights visitors (tourists),Departures,9.876
2007,Austria,Same-day visitors (excursionists),Departures,0.0
2007,Azerbaijan,Overnights visitors (tourists),Departures,791.0
2007,Azerbaijan,Same-day visitors (excursionists),Departures,840.0
2007,Bangladesh,Overnights visitors (tourists),Departures,2.327
2007,Bangladesh,Same-day visitors (excursionists),Departures,0.0
2007,Belarus,Overnights visitors (tourists),Departures,517.0
2007,Belarus,Same-day visitors (excursionists),Departures,0.0
2007,Belgium,Overnights visitors (tourists),Departures,8.371
2007,Belgium,Same-day visitors (excursionists),Departures,0.0
2007,Bermuda,Overnights visitors (tourists),Departures,181.0
2007,Bermuda,Same-day visitors (excursionists),Departures,0.0
2007,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,526.0
2007,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2007,Brazil,Overnights visitors (tourists),Departures,4.662
2007,Brazil,Same-day visitors (excursionists),Departures,0.0
2007,Bulgaria,Overnights visitors (tourists),Departures,4.515
2007,Bulgaria,Same-day visitors (excursionists),Departures,0.0
2007,Cambodia,Overnights visitors (tourists),Departures,996.0
2007,Cambodia,Same-day visitors (excursionists),Departures,0.0
2007,Canada,Overnights visitors (tourists),Departures,25.163
2007,Canada,Same-day visitors (excursionists),Departures,24.881
2007,Chile,Overnights visitors (tourists),Departures,2.047
2007,Chile,Same-day visitors (excursionists),Departures,403.0
2007,China,Overnights visitors (tourists),Departures,40.954
2007,China,Same-day visitors (excursionists),Departures,0.0
2007,Colombia,Overnights visitors (tourists),Departures,2.028
2007,Colombia,Same-day visitors (excursionists),Departures,0.0
2007,Cook Islands,Overnights visitors (tourists),Departures,13.0
2007,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2007,Costa Rica,Overnights visitors (tourists),Departures,577.0
2007,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2007,Cuba,Overnights visitors (tourists),Departures,194.0
2007,Cuba,Same-day visitors (excursionists),Departures,0.0
2007,Czech Republic (Czechia),Overnights visitors (tourists),Departures,9.048
2007,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,2.46
2007,Denmark,Overnights visitors (tourists),Departures,6.564
2007,Denmark,Same-day visitors (excursionists),Departures,0.0
2007,Dominican Republic,Overnights visitors (tourists),Departures,443.0
2007,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2007,Ecuador,Overnights visitors (tourists),Departures,801.0
2007,Ecuador,Same-day visitors (excursionists),Departures,0.0
2007,Estonia,Overnights visitors (tourists),Departures,677.0
2007,Estonia,Same-day visitors (excursionists),Departures,0.0
2007,Eswatini,Overnights visitors (tourists),Departures,1.13
2007,Eswatini,Same-day visitors (excursionists),Departures,0.0
2007,Fiji,Overnights visitors (tourists),Departures,120.0
2007,Fiji,Same-day visitors (excursionists),Departures,0.0
2007,Finland,Overnights visitors (tourists),Departures,5.749
2007,Finland,Same-day visitors (excursionists),Departures,664.0
