sentiment,topic_id,document_count,percentage_in_sentiment,language_count,dominant_language,languages,is_multilingual,top_cities,top_categories,year_range,sample_text
neutro,130,1659,0.39,4,en,"{'en': 1558, 'ca': 68, 'fr': 21, 'es': 12}",True,"{'Gran Canaria': 367, 'Barcelona': 311, 'Mallorca': 298, 'Malaga': 203, 'Tenerife': 149}","{'Tour': 762, 'Desconocido': 442, 'Ocio': 322}","{'start': 2022, 'end': 2025}",attractions guided tours in barcelona worth every penny highly recommend it
neutro,126,1647,0.39,3,en,"{'en': 1551, 'fr': 55, 'ca': 41}",True,"{'Tenerife': 268, 'Barcelona': 248, 'Sevilla': 214, 'Mallorca': 207, 'Malaga': 204}","{'Tour': 689, 'Desconocido': 507, 'Ocio': 353}","{'start': 2022, 'end': 2025}",tickets and events in malaga spectacular scenery and great staff
neutro,113,1633,0.38,4,en,"{'en': 1493, 'es': 79, 'fr': 51, 'ca': 10}",True,"{'Tenerife': 417, 'Barcelona': 311, 'Malaga': 221, 'Mallorca': 176, 'Sevilla': 173}","{'Tour': 797, 'Desconocido': 488, 'Vida_nocturna': 140}","{'start': 2022, 'end': 2025}",attractions guided tours in tenerife an unforgettable cultural experience
neutro,121,1625,0.38,4,en,"{'en': 1416, 'fr': 79, 'es': 66, 'ca': 64}",True,"{'Gran Canaria': 333, 'Tenerife': 270, 'Mallorca': 261, 'Malaga': 255, 'Sevilla': 201}","{'Tour': 682, 'Desconocido': 517, 'Ocio': 278}","{'start': 2022, 'end': 2025}",excursions day trips in gran canaria not what i expected but still enjoyable
positivo,32,1617,0.5,7,es,"{'es': 1115, 'en': 427, 'fr': 23, 'de': 14, 'nl': 14, 'it': 10, 'pt': 9, 'zh-cn': 1, 'tr': 1, 'hr': 1, 'da': 1, 'ca': 1}",True,"{'Barcelona': 513, 'Madrid': 281, 'Sevilla': 245, 'Tenerife': 162, 'Malaga': 139}","{'Tour': 968, 'Desconocido': 147, 'Playa': 112}","{'start': 2012, 'end': 2025}",Beautiful location and I highly recommend getting the gold ticket.
neutro,116,1614,0.38,4,en,"{'en': 1504, 'es': 63, 'ca': 24, 'fr': 23}",True,"{'Malaga': 342, 'Tenerife': 304, 'Barcelona': 234, 'Sevilla': 210, 'Mallorca': 187}","{'Tour': 792, 'Desconocido': 372, 'Ocio': 231}","{'start': 2022, 'end': 2025}",attractions guided tours in barcelona the guide was amazing and very informative
neutro,109,1606,0.38,4,en,"{'en': 1505, 'ca': 43, 'es': 36, 'fr': 22}",True,"{'Gran Canaria': 302, 'Malaga': 286, 'Mallorca': 284, 'Sevilla': 186, 'Barcelona': 182}","{'Tour': 664, 'Desconocido': 508, 'Ocio': 280}","{'start': 2022, 'end': 2025}",transfers in gran canaria a bit rushed but overall good
neutro,107,1590,0.37,4,en,"{'en': 1396, 'es': 72, 'fr': 67, 'ca': 55}",True,"{'Mallorca': 313, 'Sevilla': 279, 'Malaga': 225, 'Gran Canaria': 213, 'Barcelona': 213}","{'Tour': 677, 'Desconocido': 465, 'Ocio': 281}","{'start': 2022, 'end': 2025}",transfers in gran canaria an unforgettable cultural experience
neutro,128,1580,0.37,4,en,"{'en': 1428, 'ca': 55, 'fr': 49, 'es': 48}",True,"{'Sevilla': 337, 'Tenerife': 268, 'Malaga': 237, 'Barcelona': 193, 'Mallorca': 168}","{'Tour': 667, 'Desconocido': 465, 'Ocio': 269}","{'start': 2022, 'end': 2025}",transfers in seville an unforgettable cultural experience
neutro,133,1570,0.37,4,en,"{'en': 1451, 'ca': 50, 'es': 39, 'fr': 30}",True,"{'Tenerife': 312, 'Malaga': 247, 'Gran Canaria': 231, 'Barcelona': 218, 'Mallorca': 217}","{'Tour': 728, 'Desconocido': 354, 'Ocio': 311}","{'start': 2022, 'end': 2025}",local experiences in seville the best part of my trip to spain
neutro,132,1554,0.37,4,en,"{'en': 1392, 'ca': 75, 'fr': 71, 'es': 16}",True,"{'Tenerife': 344, 'Gran Canaria': 239, 'Mallorca': 217, 'Barcelona': 207, 'Malaga': 191}","{'Tour': 732, 'Desconocido': 484, 'Ocio': 221}","{'start': 2022, 'end': 2025}",attractions guided tours in seville too crowded but the views were stunning
positivo,34,1554,0.48,9,es,"{'es': 1060, 'en': 427, 'de': 15, 'fr': 13, 'ca': 12, 'it': 11, 'pl': 8, 'ro': 4, 'nl': 1, 'lt': 1, 'cs': 1, 'uk': 1}",True,"{'Barcelona': 449, 'Madrid': 242, 'Gran Canaria': 204, 'Sevilla': 204, 'Tenerife': 164}","{'Tour': 910, 'Desconocido': 169, 'Playa': 116}","{'start': 2012, 'end': 2025}","It was absolutely awesome! The cathedral is a must. Communication between Viator was amazing. The ticket included the sky top and a special document area. Thank you, Viator for making this convenient and worry-free Had a blast!"
neutro,106,1544,0.36,4,en,"{'en': 1412, 'fr': 54, 'es': 41, 'ca': 37}",True,"{'Sevilla': 289, 'Barcelona': 287, 'Malaga': 270, 'Tenerife': 219, 'Mallorca': 178}","{'Tour': 557, 'Desconocido': 477, 'Ocio': 302}","{'start': 2022, 'end': 2025}",local experiences in malaga absolutely loved this experience
neutro,119,1533,0.36,4,en,"{'en': 1299, 'fr': 120, 'ca': 59, 'es': 55}",True,"{'Barcelona': 302, 'Gran Canaria': 287, 'Sevilla': 247, 'Tenerife': 189, 'Malaga': 173}","{'Tour': 617, 'Desconocido': 502, 'Ocio': 249}","{'start': 2022, 'end': 2025}",attractions guided tours in seville an unforgettable cultural experience
neutro,123,1525,0.36,4,en,"{'en': 1412, 'ca': 59, 'es': 29, 'fr': 25}",True,"{'Sevilla': 283, 'Barcelona': 271, 'Tenerife': 246, 'Gran Canaria': 233, 'Malaga': 206}","{'Tour': 517, 'Desconocido': 496, 'Ocio': 334}","{'start': 2022, 'end': 2025}",transfers in barcelona worth every penny highly recommend it
neutro,118,1516,0.36,4,en,"{'en': 1463, 'es': 36, 'fr': 9, 'ca': 8}",True,"{'Sevilla': 287, 'Barcelona': 252, 'Malaga': 238, 'Gran Canaria': 229, 'Tenerife': 216}","{'Tour': 546, 'Desconocido': 419, 'Ocio': 333}","{'start': 2022, 'end': 2025}",transfers in gran canaria worth every penny highly recommend it
neutro,131,1509,0.36,4,en,"{'en': 1352, 'ca': 76, 'fr': 51, 'es': 30}",True,"{'Mallorca': 341, 'Gran Canaria': 258, 'Malaga': 252, 'Barcelona': 239, 'Sevilla': 178}","{'Tour': 587, 'Desconocido': 536, 'Ocio': 217}","{'start': 2022, 'end': 2025}",local experiences in seville an unforgettable cultural experience
neutro,122,1503,0.35,4,en,"{'en': 1392, 'fr': 44, 'es': 37, 'ca': 30}",True,"{'Barcelona': 347, 'Malaga': 301, 'Mallorca': 223, 'Sevilla': 180, 'Gran Canaria': 156}","{'Tour': 574, 'Desconocido': 454, 'Ocio': 234}","{'start': 2022, 'end': 2025}",local experiences in palma de mallorca worth every penny highly recommend it
positivo,35,1484,0.45,10,es,"{'es': 1140, 'en': 293, 'fr': 14, 'pt': 9, 'it': 7, 'cy': 5, 'so': 4, 'de': 3, 'sv': 2, 'no': 2, 'ca': 2, 'hr': 1, 'unknown': 1, 'nl': 1}",True,"{'Barcelona': 459, 'Madrid': 230, 'Sevilla': 205, 'Malaga': 190, 'Gran Canaria': 148}","{'Tour': 880, 'Playa': 182, 'Desconocido': 176}","{'start': 2011, 'end': 2025}","Un momento agradable, La pasamos bien."
neutro,125,1482,0.35,4,en,"{'en': 1398, 'ca': 43, 'es': 33, 'fr': 8}",True,"{'Tenerife': 282, 'Barcelona': 261, 'Sevilla': 235, 'Mallorca': 178, 'Malaga': 177}","{'Tour': 566, 'Desconocido': 446, 'Ocio': 319}","{'start': 2022, 'end': 2025}",tickets and events in gran canaria worth every penny highly recommend it
negativo,3,1468,1.44,9,es,"{'es': 894, 'en': 438, 'ca': 50, 'pt': 25, 'fr': 24, 'it': 17, 'de': 12, 'pl': 3, 'sk': 1, 'ro': 1, 'tl': 1, 'tr': 1, 'no': 1}",True,"{'Barcelona': 579, 'Madrid': 399, 'Sevilla': 133, 'Valencia': 131, 'Gran Canaria': 67}","{'Tour': 506, 'Desconocido': 451, 'Museo': 147}","{'start': 2015, 'end': 2025}",Esta entrada no tiene comentarios
neutro,134,1433,0.34,3,en,"{'en': 1361, 'ca': 62, 'es': 10}",True,"{'Sevilla': 347, 'Tenerife': 231, 'Barcelona': 231, 'Mallorca': 191, 'Malaga': 173}","{'Tour': 554, 'Desconocido': 476, 'Ocio': 268}","{'start': 2022, 'end': 2025}",transfers in tenerife worth every penny highly recommend it
positivo,38,1407,0.43,9,es,"{'es': 1008, 'en': 351, 'pt': 15, 'it': 11, 'de': 7, 'el': 4, 'fr': 3, 'ru': 3, 'ar': 2, 'nl': 2, 'lt': 1}",True,"{'Barcelona': 428, 'Madrid': 270, 'Sevilla': 156, 'Malaga': 149, 'Gran Canaria': 141}","{'Tour': 790, 'Desconocido': 218, 'Playa': 109}","{'start': 2012, 'end': 2025}",It’s fun to get a taste of local well prepared tapas and drinks. It is also a great way to meet and talk to fellow people on the tour.
neutro,135,1342,0.32,3,en,"{'en': 1305, 'fr': 30, 'ca': 7}",True,"{'Barcelona': 290, 'Sevilla': 204, 'Mallorca': 184, 'Tenerife': 165, 'Malaga': 157}","{'Tour': 519, 'Desconocido': 456, 'Ocio': 247}","{'start': 2022, 'end': 2025}",excursions day trips in seville too crowded but the views were stunning
positivo,39,1323,0.41,9,es,"{'es': 1074, 'en': 191, 'fr': 13, 'de': 12, 'pt': 9, 'it': 7, 'nl': 5, 'hr': 2, 'ro': 2, 'lt': 2, 'pl': 2, 'hu': 2, 'ru': 1, 'da': 1}",True,"{'Barcelona': 435, 'Madrid': 249, 'Sevilla': 153, 'Tenerife': 152, 'Gran Canaria': 132}","{'Tour': 690, 'Desconocido': 236, 'Hotel': 98}","{'start': 2011, 'end': 2025}","Sagrada familia and Gothic Quarter...could have shown a few more highlights like park guell, or casa batilo..but Vincent was very good."
neutro,124,1297,0.31,2,en,"{'en': 1266, 'es': 31}",False,"{'Sevilla': 325, 'Mallorca': 214, 'Barcelona': 209, 'Malaga': 174, 'Gran Canaria': 149}","{'Desconocido': 407, 'Ocio': 363, 'Tour': 348}","{'start': 2022, 'end': 2025}",tickets and events in barcelona absolutely loved this experience
neutro,136,1266,0.3,4,en,"{'en': 1190, 'fr': 60, 'es': 14, 'ca': 2}",True,"{'Tenerife': 291, 'Sevilla': 243, 'Barcelona': 235, 'Gran Canaria': 220, 'Malaga': 150}","{'Tour': 511, 'Desconocido': 345, 'Ocio': 250}","{'start': 2022, 'end': 2025}",attractions guided tours in madrid the guide was amazing and very informative
positivo,46,1256,0.38,8,es,"{'es': 999, 'en': 220, 'pt': 10, 'de': 7, 'nl': 6, 'fr': 3, 'pl': 3, 'sk': 2, 'ro': 2, 'it': 1, 'ru': 1, 'sv': 1, 'da': 1}",True,"{'Barcelona': 388, 'Madrid': 199, 'Sevilla': 179, 'Malaga': 157, 'Tenerife': 113}","{'Tour': 773, 'Playa': 147, 'Desconocido': 120}","{'start': 2011, 'end': 2025}","Violet was the perfect guide, very clear in her explanations and introduction of the park and church. Passionate and informative. Good pace"
positivo,45,1218,0.37,8,es,"{'es': 934, 'en': 243, 'nl': 9, 'fr': 7, 'de': 7, 'pt': 6, 'ca': 3, 'it': 2, 'pl': 2, 'tr': 2, 'cs': 1, 'fi': 1, 'et': 1}",True,"{'Barcelona': 365, 'Madrid': 233, 'Sevilla': 185, 'Tenerife': 134, 'Gran Canaria': 132}","{'Tour': 750, 'Desconocido': 134, 'Playa': 93}","{'start': 2013, 'end': 2025}",Excellent tour. The guides were extremely professional and informative. They provided history of both sites and details that really captured the beauty of both sites.
negativo,81,1215,1.2,10,es,"{'es': 835, 'en': 296, 'nl': 29, 'fr': 9, 'pt': 9, 'tr': 8, 'sv': 6, 'de': 5, 'no': 5, 'ro': 3, 'pl': 3, 'it': 2, 'da': 2, 'ru': 1, 'ja': 1, 'hu': 1}",True,"{'Barcelona': 390, 'Madrid': 264, 'Gran Canaria': 133, 'Valencia': 121, 'Sevilla': 113}","{'Tour': 424, 'Desconocido': 183, 'Playa': 159}","{'start': 2013, 'end': 2025}",Esta entrada no tiene comentarios
positivo,43,1168,0.36,9,es,"{'es': 874, 'en': 247, 'pt': 13, 'fr': 12, 'de': 6, 'it': 4, 'ca': 3, 'af': 2, 'nl': 2, 'pl': 2, 'hu': 1, 'no': 1, 'ru': 1}",True,"{'Barcelona': 353, 'Madrid': 184, 'Gran Canaria': 144, 'Mallorca': 118, 'Sevilla': 110}","{'Tour': 748, 'Desconocido': 156, 'Playa': 85}","{'start': 2012, 'end': 2025}",Steven was a great guide for our tour of two of Gaudi’s masterpieces! He is obviously passionate about this and imparts enough information without overloading us with data. He engaged all of our group and kept things fun.
neutro,137,1145,0.27,4,en,"{'en': 1024, 'fr': 59, 'es': 38, 'ca': 24}",True,"{'Barcelona': 253, 'Malaga': 190, 'Gran Canaria': 181, 'Mallorca': 174, 'Tenerife': 144}","{'Tour': 511, 'Desconocido': 265, 'Ocio': 196}","{'start': 2022, 'end': 2025}",excursions day trips in valencia a bit rushed but overall good
negativo,113,1136,1.12,11,es,"{'es': 857, 'en': 163, 'fr': 22, 'it': 19, 'nl': 19, 'de': 14, 'pt': 8, 'pl': 7, 'da': 4, 'ca': 4, 'tr': 3, 'ru': 3, 'he': 2, 'no': 2, 'hu': 2, 'sv': 2, 'el': 1, 'hr': 1, 'sk': 1, 'ja': 1, 'ro': 1}",True,"{'Barcelona': 416, 'Madrid': 370, 'Sevilla': 76, 'Mallorca': 75, 'Tenerife': 72}","{'Tour': 341, 'Desconocido': 210, 'Playa': 142}","{'start': 2012, 'end': 2025}",Esta entrada no tiene comentarios
positivo,42,1077,0.33,5,es,"{'es': 908, 'en': 139, 'pt': 16, 'fr': 3, 'nl': 3, 'ro': 3, 'pl': 3, 'de': 2}",True,"{'Barcelona': 321, 'Madrid': 188, 'Sevilla': 146, 'Gran Canaria': 136, 'Tenerife': 118}","{'Tour': 697, 'Playa': 104, 'Desconocido': 93}","{'start': 2012, 'end': 2025}",The knowledge the guides have to share about the history & the enthusiasm is fantastic. Skip the line was incredible! Highly recommend this experience
neutro,111,1039,0.24,4,en,"{'en': 942, 'es': 68, 'ca': 19, 'fr': 10}",True,"{'Tenerife': 176, 'Sevilla': 174, 'Gran Canaria': 167, 'Malaga': 137, 'Barcelona': 130}","{'Tour': 361, 'Desconocido': 294, 'Ocio': 245}","{'start': 2022, 'end': 2025}",transfers in tenerife the best part of my trip to spain
positivo,44,1023,0.31,7,es,"{'es': 807, 'en': 181, 'it': 5, 'nl': 4, 'fr': 3, 'de': 3, 'pl': 3, 'ru': 3, 'af': 3, 'pt': 2, 'sv': 2, 'tr': 2, 'fi': 1, 'lt': 1, 'mk': 1, 'ro': 1, 'hu': 1}",True,"{'Barcelona': 288, 'Madrid': 205, 'Sevilla': 139, 'Gran Canaria': 114, 'Malaga': 95}","{'Tour': 754, 'Desconocido': 65, 'Cultura': 56}","{'start': 2012, 'end': 2025}",Good tour with Nestor. We enjoyed his guiding in the Parc and the highlights there as well as Sagrada Familia. I would absolutely recommend a tour with him.
negativo,107,1008,0.99,9,es,"{'es': 726, 'en': 213, 'nl': 16, 'de': 10, 'fr': 6, 'no': 4, 'cs': 4, 'pl': 4, 'tr': 3, 'it': 3, 'sv': 3, 'hr': 2, 'hu': 2, 'ru': 2, 'pt': 2, 'ar': 2, 'he': 2, 'ro': 1, 'ca': 1, 'zh-cn': 1, 'da': 1}",True,"{'Madrid': 365, 'Barcelona': 288, 'Sevilla': 83, 'Malaga': 66, 'Gran Canaria': 63}","{'Tour': 284, 'Museo': 237, 'Desconocido': 140}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
positivo,41,963,0.3,7,es,"{'es': 719, 'en': 210, 'pt': 11, 'de': 6, 'fr': 3, 'nl': 3, 'sl': 3, 'ro': 3, 'pl': 2, 'uk': 2, 'it': 1}",True,"{'Barcelona': 300, 'Madrid': 201, 'Gran Canaria': 129, 'Sevilla': 124, 'Tenerife': 110}","{'Tour': 569, 'Desconocido': 112, 'Deporte': 84}","{'start': 2011, 'end': 2025}",It was incredible must do!! Horseback riding was perfect. We rode horses on a portion of thr passage to el camino which was amazing
neutro,114,946,0.22,3,en,"{'en': 924, 'fr': 15, 'ca': 7}",True,"{'Barcelona': 208, 'Gran Canaria': 164, 'Malaga': 151, 'Sevilla': 137, 'Mallorca': 106}","{'Tour': 444, 'Desconocido': 254, 'Ocio': 127}","{'start': 2022, 'end': 2025}",transfers in palma de mallorca a bit rushed but overall good
negativo,131,926,0.91,11,es,"{'es': 598, 'en': 232, 'fr': 28, 'nl': 17, 'it': 14, 'de': 9, 'pt': 7, 'pl': 6, 'da': 3, 'ro': 3, 'bg': 2, 'ko': 1, 'tr': 1, 'cs': 1, 'sl': 1, 'no': 1, 'sv': 1, 'ca': 1}",True,"{'Madrid': 361, 'Barcelona': 266, 'Sevilla': 136, 'Malaga': 60, 'Tenerife': 33}","{'Tour': 238, 'Desconocido': 161, 'Museo': 144}","{'start': 2015, 'end': 2025}","Bonjour, booking a écrit que nous devions acheter le billet d'entrée de ma fille à l'entrée sauf que le parc était complet. Nous n'avons pas pu faire l'attraction comme prévu. Je vous demande le remboursement. Cordialement"
positivo,40,914,0.28,7,es,"{'es': 710, 'en': 175, 'pt': 11, 'nl': 8, 'de': 4, 'fr': 2, 'lv': 1, 'sv': 1, 'tr': 1, 'bg': 1}",True,"{'Barcelona': 286, 'Madrid': 172, 'Sevilla': 126, 'Gran Canaria': 124, 'Tenerife': 80}","{'Tour': 565, 'Hotel': 96, 'Desconocido': 80}","{'start': 2011, 'end': 2025}","Tour guide meeting place is a short walk from the entrance to the museum. Our tour guide was knowledgeable and pointed out the highlights. There was time after the formal tour to go back and look at paintings that you wanted to see more of, which we did because the tour itself seemed a bit rushed."
negativo,103,862,0.85,10,es,"{'es': 695, 'en': 101, 'nl': 15, 'fr': 13, 'de': 9, 'it': 6, 'ca': 4, 'da': 3, 'el': 2, 'he': 2, 'no': 2, 'pt': 2, 'ru': 2, 'sv': 2, 'tr': 2, 'ro': 1, 'pl': 1}",True,"{'Barcelona': 287, 'Madrid': 252, 'Gran Canaria': 148, 'Sevilla': 78, 'Tenerife': 61}","{'Tour': 220, 'Playa': 186, 'Desconocido': 160}","{'start': 2012, 'end': 2025}",Esta entrada no tiene comentarios
positivo,47,842,0.26,5,es,"{'es': 685, 'en': 132, 'pt': 20, 'fr': 2, 'nl': 2, 'da': 1}",True,"{'Barcelona': 253, 'Madrid': 195, 'Sevilla': 114, 'Tenerife': 97, 'Gran Canaria': 90}","{'Tour': 545, 'Hotel': 97, 'Desconocido': 61}","{'start': 2012, 'end': 2025}","La mejor de las experiencias. Nuestro guía Eduardo fue excepcional, super amable y con mucho conocimiento de cada ciudad y su historia. Es uno de los mejores tours que hemos realizado , por ello se los recomendamos 100 %."
positivo,52,806,0.25,7,es,"{'es': 616, 'en': 156, 'pt': 14, 'it': 10, 'ar': 3, 'pl': 2, 'de': 1, 'cs': 1, 'sl': 1, 'nl': 1, 'ru': 1}",True,"{'Barcelona': 226, 'Madrid': 169, 'Sevilla': 121, 'Malaga': 112, 'Tenerife': 82}","{'Tour': 546, 'Desconocido': 92, 'Comida': 41}","{'start': 2013, 'end': 2025}",este fin de semana recorre nuestros bares y restaurantes centenarios rest cent madrid restaurantescentenarios centenarios hosteleríamadrid turismomadrid visitamadrid visitmadrid bares baresmadrid
negativo,14,805,0.79,9,es,"{'es': 490, 'en': 238, 'fr': 17, 'pt': 17, 'it': 12, 'de': 11, 'nl': 8, 'da': 4, 'sv': 3, 'el': 3, 'pl': 1, 'ko': 1}",True,"{'Barcelona': 279, 'Madrid': 212, 'Sevilla': 106, 'Gran Canaria': 82, 'Malaga': 60}","{'Tour': 315, 'Desconocido': 118, 'Playa': 80}","{'start': 2012, 'end': 2025}",Esta entrada no tiene comentarios
neutro,129,795,0.19,4,en,"{'en': 718, 'fr': 38, 'es': 21, 'ca': 18}",True,"{'Barcelona': 186, 'Gran Canaria': 119, 'Tenerife': 118, 'Mallorca': 107, 'Malaga': 101}","{'Tour': 301, 'Desconocido': 227, 'Ocio': 135}","{'start': 2022, 'end': 2025}",local experiences in palma de mallorca the best part of my trip to spain
positivo,51,795,0.24,6,es,"{'es': 581, 'en': 190, 'pt': 6, 'nl': 5, 'el': 2, 'ja': 2, 'sv': 2, 'sl': 2, 'no': 2, 'it': 1, 'af': 1, 'pl': 1}",True,"{'Barcelona': 223, 'Madrid': 157, 'Sevilla': 116, 'Gran Canaria': 104, 'Malaga': 78}","{'Tour': 443, 'Desconocido': 91, 'Hotel': 61}","{'start': 2012, 'end': 2025}",buenos días indignada he venido este fin de semana del hotel tui blue suites princess como ven tienen la comida sin gluten a mano de que cualquier persona la pueda contaminar yo no soy celiaca pero mi hija sí y me parece una tomadura de pelo para los celiacos hace años fui y ya lo comenté en recepci...
positivo,50,783,0.24,6,es,"{'es': 644, 'en': 115, 'pt': 5, 'ca': 4, 'de': 2, 'lt': 2, 'fa': 2, 'cy': 2, 'el': 2, 'ar': 2, 'af': 2, 'pl': 1}",True,"{'Barcelona': 218, 'Madrid': 155, 'Sevilla': 111, 'Malaga': 105, 'Tenerife': 91}","{'Tour': 494, 'Desconocido': 93, 'Cultura': 47}","{'start': 2012, 'end': 2025}",hoy la consejera jessica de león verdugo visitó dos de los proyectos de resiliencia turística que ha impulsado la mancomunidad del norte de gran canaria para embellecer los accesos jardines verticales con especies endémicas esculturas con firma del artista pepe dámaso y mejoras en las entradas para ...
negativo,75,779,0.77,8,es,"{'es': 494, 'en': 207, 'ca': 23, 'fr': 22, 'it': 12, 'af': 9, 'de': 8, 'da': 2, 'pt': 2}",True,"{'Barcelona': 289, 'Madrid': 226, 'Mallorca': 73, 'Sevilla': 49, 'Tenerife': 49}","{'Tour': 252, 'Desconocido': 195, 'Playa': 82}","{'start': 2018, 'end': 2025}",Esta entrada no tiene comentarios
positivo,49,765,0.23,8,es,"{'es': 565, 'en': 164, 'fr': 8, 'de': 7, 'ro': 5, 'pl': 4, 'pt': 4, 'af': 2, 'nl': 1, 'lv': 1, 'ru': 1, 'bg': 1, 'fi': 1, 'ca': 1}",True,"{'Barcelona': 221, 'Madrid': 143, 'Malaga': 113, 'Sevilla': 111, 'Tenerife': 92}","{'Tour': 481, 'Desconocido': 96, 'Playa': 38}","{'start': 2012, 'end': 2025}",gatitos rescatados de meses en adopción responsable buscando hogares con mucho amor se entregan con paquete veterinario a precio de protectora aunque llegue verano y las vacaciones ahora es el mejor momento para adoptar y de aportar vuestro granito de arena para sacar a los peques de las calles impo...
